2.316581047839955772e+03,4.647942526306233617e+02,0.000000000000000000e+00
2.341655903015790955e+03,4.829050627626725714e+02,0.000000000000000000e+00
2.557677291010702447e+03,5.339090037055319726e+02,0.000000000000000000e+00
2.469275201276692769e+03,5.801311402020912737e+02,0.000000000000000000e+00
2.513316899140686928e+03,5.901559487727282658e+02,0.000000000000000000e+00
2.438788378216499950e+03,5.611480987444822404e+02,0.000000000000000000e+00
2.286529970040024637e+03,4.279683538223357573e+02,0.000000000000000000e+00
2.402348044022714475e+03,4.858348937608549249e+02,0.000000000000000000e+00
2.619215943360742131e+03,6.410433441588147616e+02,0.000000000000000000e+00
2.374811888284286852e+03,4.953176453235617487e+02,0.000000000000000000e+00
2.389441959845348720e+03,5.034568876222409131e+02,0.000000000000000000e+00
2.426809234053409455e+03,5.015401027697319591e+02,0.000000000000000000e+00
2.430769198273403617e+03,5.299191610483646855e+02,0.000000000000000000e+00
2.452940740434769850e+03,5.140369717012030151e+02,0.000000000000000000e+00
2.402810134195096452e+03,5.358526180516172417e+02,0.000000000000000000e+00
2.331218232434348920e+03,4.578960723225901006e+02,0.000000000000000000e+00
2.459608586172027572e+03,5.502496810736205362e+02,0.000000000000000000e+00
2.446315477713608743e+03,4.981216267409742500e+02,0.000000000000000000e+00
2.418128929242380309e+03,5.056410939570263849e+02,0.000000000000000000e+00
2.429469903755856194e+03,5.536800092986217123e+02,0.000000000000000000e+00
2.549535567182893374e+03,5.432854181253447905e+02,0.000000000000000000e+00
2.527522333197737680e+03,6.229205734657903122e+02,0.000000000000000000e+00
2.422054657329540532e+03,4.947896266587414402e+02,0.000000000000000000e+00
2.242819892354154945e+03,4.834500199692751607e+02,0.000000000000000000e+00
2.347845767874622197e+03,4.666400605922844989e+02,0.000000000000000000e+00
2.357971391529907578e+03,5.000101827363966436e+02,0.000000000000000000e+00
2.434343434296355099e+03,4.831287915822750847e+02,0.000000000000000000e+00
2.477455833935990086e+03,6.016264526652076938e+02,0.000000000000000000e+00
2.539875878925668530e+03,5.679775733535263953e+02,0.000000000000000000e+00
2.598296213430038733e+03,6.157448290336241143e+02,0.000000000000000000e+00
2.465939635787862699e+03,5.628316189132448244e+02,0.000000000000000000e+00
2.408290464777783654e+03,4.737596144763147663e+02,0.000000000000000000e+00
2.421222486337955615e+03,5.187508874198879312e+02,0.000000000000000000e+00
2.469675839666252614e+03,5.727048798995425614e+02,0.000000000000000000e+00
2.459933281134028675e+03,5.396090758645556207e+02,0.000000000000000000e+00
2.470906429673360435e+03,6.105136673858881977e+02,0.000000000000000000e+00
