8.018008273667130652e+02,1.223366133033975530e+03,2.842782219898257154e+03,0.000000000000000000e+00
8.372844633614074610e+02,1.216825394937214242e+03,2.877523025993472402e+03,0.000000000000000000e+00
8.555555402082047749e+02,1.227281387905362180e+03,2.895648998595932881e+03,0.000000000000000000e+00
8.732992614629482659e+02,1.254700098633891002e+03,2.754686509673524597e+03,0.000000000000000000e+00
8.382817713400659159e+02,1.267655963454221592e+03,2.836281948263950653e+03,0.000000000000000000e+00
8.473548172801320106e+02,1.247553902275553355e+03,2.889017655601541264e+03,0.000000000000000000e+00
8.394846885724682579e+02,1.219317792145502608e+03,2.968062737358703544e+03,0.000000000000000000e+00
8.049390496689823067e+02,1.275057273586261317e+03,2.791014369240731867e+03,0.000000000000000000e+00
7.829926853014990229e+02,1.306249597492380644e+03,2.812768285513605406e+03,0.000000000000000000e+00
8.146881045497981404e+02,1.299959468809884811e+03,2.843516094875104045e+03,0.000000000000000000e+00
8.476421720906494102e+02,1.219205810907528985e+03,2.934118843096146975e+03,0.000000000000000000e+00
8.150134586038342377e+02,1.262452601918790378e+03,2.841946962286079270e+03,0.000000000000000000e+00
8.240594308443402269e+02,1.228750009520738104e+03,2.887565874911203537e+03,0.000000000000000000e+00
8.220382192952811238e+02,1.285817405187367285e+03,2.791298344538704441e+03,0.000000000000000000e+00
8.564758266605261952e+02,1.240362137547358316e+03,2.875664238519188984e+03,0.000000000000000000e+00
8.322300526505625839e+02,1.197620495309418857e+03,2.873835202170820139e+03,0.000000000000000000e+00
8.392773012312738956e+02,1.244336680529058413e+03,2.867251644075171043e+03,0.000000000000000000e+00
8.034781804480612664e+02,1.258033521496978437e+03,2.904685582498630083e+03,0.000000000000000000e+00
8.099886999526698901e+02,1.248117909478378579e+03,2.858347966514768814e+03,0.000000000000000000e+00
7.820951368898628289e+02,1.250358118873741887e+03,2.827272325257125431e+03,0.000000000000000000e+00
8.633528068544918597e+02,1.217080017450559808e+03,2.928449896781750340e+03,0.000000000000000000e+00
8.257642942186965911e+02,1.211601458721863537e+03,2.732953067033018215e+03,0.000000000000000000e+00
7.898175957084298489e+02,1.196302936638240226e+03,3.002583349677957358e+03,0.000000000000000000e+00
8.009895088538719392e+02,1.239811286108067179e+03,2.819659081291942584e+03,0.000000000000000000e+00
8.239940531278106164e+02,1.246206527679593819e+03,2.851956700229127819e+03,0.000000000000000000e+00
8.448988094088981597e+02,1.292497648041217872e+03,2.797464059023591290e+03,0.000000000000000000e+00
8.033771949748346515e+02,1.266449818207587214e+03,2.874793173829402804e+03,0.000000000000000000e+00
8.186478699071428764e+02,1.205155597785717191e+03,2.779559994107997682e+03,0.000000000000000000e+00
7.811635882266159570e+02,1.205817636818876281e+03,2.837276090983884842e+03,0.000000000000000000e+00
8.740579809737992036e+02,1.242120180955920659e+03,2.765528435950397125e+03,0.000000000000000000e+00
8.441726846018825654e+02,1.233820895568934247e+03,2.833617733357646557e+03,0.000000000000000000e+00
8.207109827400551012e+02,1.195742365910661647e+03,2.772855946276792565e+03,0.000000000000000000e+00
8.116014568822146202e+02,1.266402235611523110e+03,2.908034042077273625e+03,0.000000000000000000e+00
8.132175930114339053e+02,1.254669398825192729e+03,2.847548291461577719e+03,0.000000000000000000e+00
8.298078280267029641e+02,1.265233971980459273e+03,2.901384307515994351e+03,0.000000000000000000e+00
8.009472816639843131e+02,1.264971355183772403e+03,2.843392454765379171e+03,0.000000000000000000e+00
8.429286487233417802e+02,1.199340187705977769e+03,2.696629580130171234e+03,0.000000000000000000e+00
7.955973213337767902e+02,1.265145433161833125e+03,2.889922909012017044e+03,0.000000000000000000e+00
7.787266245848809376e+02,1.264341823337894539e+03,2.872896384281629253e+03,0.000000000000000000e+00
8.386610629422318652e+02,1.232668449212649875e+03,2.757617667101535972e+03,0.000000000000000000e+00
8.197070350239654317e+02,1.234565378304273963e+03,2.901927587124509500e+03,0.000000000000000000e+00
8.746574308514639142e+02,1.261776413684674480e+03,2.787749955035556468e+03,0.000000000000000000e+00
8.184012536566505105e+02,1.220049386345383027e+03,2.811810093625239460e+03,0.000000000000000000e+00
7.827481414335591126e+02,1.219475319734500317e+03,2.876513222639207015e+03,0.000000000000000000e+00
8.457165810021114112e+02,1.209038771200427618e+03,3.006302578730906589e+03,0.000000000000000000e+00
8.449402547783536193e+02,1.273099768903219456e+03,2.806222356555549595e+03,0.000000000000000000e+00
8.149810713677286458e+02,1.224081706682236700e+03,2.863631682227563488e+03,0.000000000000000000e+00
8.574512015195056165e+02,1.208225424967287836e+03,2.846035767376053627e+03,0.000000000000000000e+00
7.838081353223245742e+02,1.261804428331647387e+03,2.891866263631333823e+03,0.000000000000000000e+00
8.098455685691360486e+02,1.215601930615702713e+03,2.861623117797035775e+03,0.000000000000000000e+00
1.274536616062698897e+02,1.756163988019719454e+03,1.140051647317823836e+03,1.000000000000000000e+00
1.608949240321160801e+02,1.800235738224883789e+03,1.243121219366659489e+03,1.000000000000000000e+00
1.659719225041435777e+02,1.854336081505294487e+03,1.347307772193754545e+03,1.000000000000000000e+00
1.476949030807303131e+02,1.754529086856626463e+03,1.322126058265993152e+03,1.000000000000000000e+00
1.769230494605954505e+02,1.785735559104655295e+03,1.202114545498287498e+03,1.000000000000000000e+00
1.577874408159819950e+02,1.759767240833157757e+03,1.264799065709725255e+03,1.000000000000000000e+00
1.797663836844413368e+02,1.788184993924399805e+03,1.320476481834141168e+03,1.000000000000000000e+00
1.858643521597662698e+02,1.753767398224270892e+03,1.185080675918095949e+03,1.000000000000000000e+00
2.076785019252136237e+02,1.797469922106194190e+03,1.188039405092242077e+03,1.000000000000000000e+00
2.074824407735215743e+02,1.806608618783857310e+03,1.360441274746599902e+03,1.000000000000000000e+00
1.870417772939475753e+02,1.825924333175704987e+03,1.210063270969141513e+03,1.000000000000000000e+00
1.943406588384356439e+02,1.810557497072534943e+03,1.284652955681784761e+03,1.000000000000000000e+00
2.011877706003312483e+02,1.765488808204237557e+03,1.289160343662220384e+03,1.000000000000000000e+00
1.970686022749630411e+02,1.824432655659758211e+03,1.306221050925140617e+03,1.000000000000000000e+00
1.591672493814782285e+02,1.802096844953496657e+03,1.116207347121085377e+03,1.000000000000000000e+00
2.187432191058969408e+02,1.800425842222560050e+03,1.258943427067963967e+03,1.000000000000000000e+00
2.363201627603928898e+02,1.861068646781527832e+03,1.290081364256203187e+03,1.000000000000000000e+00
2.089889833267632753e+02,1.795263238705802678e+03,1.173029747655893061e+03,1.000000000000000000e+00
1.794991463282696884e+02,1.837281063278466490e+03,1.246622826209747700e+03,1.000000000000000000e+00
2.186121627081359975e+02,1.798322378346792902e+03,1.347320112268142111e+03,1.000000000000000000e+00
2.016754545932504357e+02,1.770253423754029427e+03,1.244297476031343422e+03,1.000000000000000000e+00
1.536031242705073225e+02,1.747928984793540394e+03,1.298546465375324260e+03,1.000000000000000000e+00
1.894979936268896950e+02,1.801984166214181187e+03,1.363833643567468016e+03,1.000000000000000000e+00
1.776046450296579167e+02,1.803228958229672799e+03,1.263090072660469559e+03,1.000000000000000000e+00
1.220905785183668542e+02,1.780086802711035261e+03,1.201808046035097959e+03,1.000000000000000000e+00
1.726157658873381138e+02,1.758397935178352554e+03,1.257477221928148765e+03,1.000000000000000000e+00
1.938984463815366723e+02,1.782815720848446745e+03,1.208126388838382809e+03,1.000000000000000000e+00
2.015436339879684908e+02,1.800651239139451945e+03,1.212211957564835302e+03,1.000000000000000000e+00
2.095128949718769036e+02,1.813326482022287564e+03,1.139049559772274961e+03,1.000000000000000000e+00
2.574762937374883904e+02,1.788359372374049599e+03,1.266907965794811162e+03,1.000000000000000000e+00
