1.739544076915133928e+03,1.445219554450722853e+03,0.000000000000000000e+00
1.808759084815854749e+03,1.444643989368682014e+03,0.000000000000000000e+00
1.755716093274805871e+03,1.408821244826943484e+03,0.000000000000000000e+00
1.761569668729509885e+03,1.420505695069556168e+03,0.000000000000000000e+00
1.761369206884670120e+03,1.404459529149694617e+03,0.000000000000000000e+00
1.742806664802570594e+03,1.403812332312015315e+03,0.000000000000000000e+00
1.836664447484332413e+03,1.435972662468803946e+03,0.000000000000000000e+00
1.721132854892998012e+03,1.429992208352549824e+03,0.000000000000000000e+00
1.748723699000760462e+03,1.488488593518118932e+03,0.000000000000000000e+00
1.794411845360707275e+03,1.485380989124372263e+03,0.000000000000000000e+00
1.735397474157610986e+03,1.460004788054153096e+03,0.000000000000000000e+00
1.777555904252600612e+03,1.478857986965847886e+03,0.000000000000000000e+00
1.723803430572221941e+03,1.469995113903358742e+03,0.000000000000000000e+00
1.830857100707960171e+03,1.480506061380297751e+03,0.000000000000000000e+00
1.794879344912327042e+03,1.506043866778592928e+03,0.000000000000000000e+00
1.821693649209373461e+03,1.452865029159193455e+03,0.000000000000000000e+00
1.740470055131607751e+03,1.454004145419105498e+03,0.000000000000000000e+00
1.791539693771384009e+03,1.483033051026048497e+03,0.000000000000000000e+00
1.725119868942894300e+03,1.453588327001587686e+03,0.000000000000000000e+00
1.767512346325140470e+03,1.498951206219009464e+03,0.000000000000000000e+00
1.732288519375399119e+03,1.703839296509888527e+03,1.000000000000000000e+00
1.641864940138998236e+03,1.703946322703309988e+03,1.000000000000000000e+00
1.649709487662788888e+03,1.708645721857100625e+03,1.000000000000000000e+00
1.722537633550731698e+03,1.745619450986233460e+03,1.000000000000000000e+00
1.667193961813628903e+03,1.666060951043543582e+03,1.000000000000000000e+00
1.704112211293194150e+03,1.749390585978188710e+03,1.000000000000000000e+00
1.739742081351793331e+03,1.684734590424211319e+03,1.000000000000000000e+00
1.725211369958560681e+03,1.681167016137758083e+03,1.000000000000000000e+00
1.677815513096995801e+03,1.735377714717102208e+03,1.000000000000000000e+00
1.677155320678391945e+03,1.740271089594301657e+03,1.000000000000000000e+00
1.701551895874925776e+03,1.665058065164424306e+03,1.000000000000000000e+00
1.669688842536078710e+03,1.752090437831502186e+03,1.000000000000000000e+00
1.732601763301726123e+03,1.710962735691112812e+03,1.000000000000000000e+00
1.639087166367264444e+03,1.703950754084462460e+03,1.000000000000000000e+00
1.657515569180428656e+03,1.669045967105731279e+03,1.000000000000000000e+00
1.661235645540265523e+03,1.660288144003937305e+03,1.000000000000000000e+00
1.693104272801112529e+03,1.652846693936892279e+03,1.000000000000000000e+00
1.640584504968748888e+03,1.717241242483760743e+03,1.000000000000000000e+00
1.630561693242829051e+03,1.696148781447052897e+03,1.000000000000000000e+00
1.719675615927028502e+03,1.719672094360809297e+03,1.000000000000000000e+00
1.043268910751619615e+03,1.554681808709540519e+03,2.000000000000000000e+00
9.973846806686460695e+02,1.642332703086892252e+03,2.000000000000000000e+00
1.061881826083981650e+03,1.577940443568164028e+03,2.000000000000000000e+00
1.012385544045166171e+03,1.573247763194044182e+03,2.000000000000000000e+00
1.046857042428976683e+03,1.556172613448623679e+03,2.000000000000000000e+00
1.043030783308693572e+03,1.636553980486985893e+03,2.000000000000000000e+00
1.065484816669912789e+03,1.572433959571710147e+03,2.000000000000000000e+00
1.073547190669603197e+03,1.612896643293295483e+03,2.000000000000000000e+00
1.063012206500418870e+03,1.600474077896298922e+03,2.000000000000000000e+00
1.026042039408011306e+03,1.651089956934084739e+03,2.000000000000000000e+00
1.050424855251358167e+03,1.578430590868778154e+03,2.000000000000000000e+00
1.035891201835722313e+03,1.558874479282401126e+03,2.000000000000000000e+00
1.058345233315259293e+03,1.593314018937004448e+03,2.000000000000000000e+00
1.044019623009187399e+03,1.559207499144819394e+03,2.000000000000000000e+00
9.917529416574396919e+02,1.615412288310772965e+03,2.000000000000000000e+00
1.051831843715562627e+03,1.591970700029055479e+03,2.000000000000000000e+00
1.006454080171704504e+03,1.587789475522992234e+03,2.000000000000000000e+00
1.049471583496781022e+03,1.645285612516612218e+03,2.000000000000000000e+00
1.006320552680623109e+03,1.630139010726152037e+03,2.000000000000000000e+00
1.026145265311080493e+03,1.647884087603029229e+03,2.000000000000000000e+00
2.542087089225406544e+03,1.725719498654121480e+03,3.000000000000000000e+00
